id,name,City,Country,ICAO,Lat,Long,Alt,Timezone,DST,Tz,type,Source
GKA,Goroka Airport,Goroka,Papua New Guinea,AYGA,-6.081689835,145.3919983,5282,10,U,Pacific/Port_Moresby,airport,OurAirports
MAG,Madang Airport,Madang,Papua New Guinea,AYMD,-5.207079887,145.7890015,20,10,U,Pacific/Port_Moresby,airport,OurAirports
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,AYMH,-5.826789856,144.2960052,5388,10,U,Pacific/Port_Moresby,airport,OurAirports
LAE,Nadzab Airport,Nadzab,Papua New Guinea,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports
POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,AYPY,-9.443380356,147.2200012,146,10,U,Pacific/Port_Moresby,airport,OurAirports
WWK,Wewak International Airport,Wewak,Papua New Guinea,AYWK,-3.583830118,143.6690063,19,10,U,Pacific/Port_Moresby,airport,OurAirports
UAK,Narsarsuaq Airport,Narssarssuaq,Greenland,BGBW,61.16049957,-45.42599869,112,-3,E,America/Godthab,airport,OurAirports
GOH,Godthaab / Nuuk Airport,Godthaab,Greenland,BGGH,64.19090271,-51.67810059,283,-3,E,America/Godthab,airport,OurAirports
SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,BGSF,67.0122219,-50.71160316,165,-3,E,America/Godthab,airport,OurAirports
THU,Thule Air Base,Thule,Greenland,BGTL,76.53119659,-68.70320129,251,-4,E,America/Thule,airport,OurAirports
AEY,Akureyri Airport,Akureyri,Iceland,BIAR,65.66000366,-18.0727005,6,0,N,Atlantic/Reykjavik,airport,OurAirports
EGS,Egilsstaðir Airport,Egilsstadir,Iceland,BIEG,65.28330231,-14.40139961,76,0,N,Atlantic/Reykjavik,airport,OurAirports
HFN,Hornafjörður Airport,Hofn,Iceland,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports
HZK,Húsavík Airport,Husavik,Iceland,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports
IFJ,Ísafjörður Airport,Isafjordur,Iceland,BIIS,66.05809784,-23.13529968,8,0,N,Atlantic/Reykjavik,airport,OurAirports
KEF,Keflavik International Airport,Keflavik,Iceland,BIKF,63.98500061,-22.60560036,171,0,N,Atlantic/Reykjavik,airport,OurAirports
PFJ,Patreksfjörður Airport,Patreksfjordur,Iceland,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports
RKV,Reykjavik Airport,Reykjavik,Iceland,BIRK,64.12999725,-21.94059944,48,0,N,Atlantic/Reykjavik,airport,OurAirports
SIJ,Siglufjörður Airport,Siglufjordur,Iceland,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,BIVM,63.42430115,-20.27890015,326,0,N,Atlantic/Reykjavik,airport,OurAirports
YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,CYAM,46.48500061,-84.50939941,630,-5,A,America/Toronto,airport,OurAirports
YAV,Winnipeg / St. Andrews Airport,Winnipeg,Canada,CYAV,50.0564003,-97.03250122,760,-6,A,America/Winnipeg,airport,OurAirports
YAW,Halifax / CFB Shearwater Heliport,Halifax,Canada,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports
YAY,St. Anthony Airport,St. Anthony,Canada,CYAY,51.39189911,-56.08309937,108,-3.5,A,America/St_Johns,airport,OurAirports
YAZ,Tofino / Long Beach Airport,Tofino,Canada,CYAZ,49.079833,-125.775583,80,-8,A,America/Vancouver,airport,OurAirports
YBB,Kugaaruk Airport,Pelly Bay,Canada,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports
YBC,Baie Comeau Airport,Baie Comeau,Canada,CYBC,49.13249969,-68.20439911,71,-5,A,America/Toronto,airport,OurAirports
YBG,CFB Bagotville,Bagotville,Canada,CYBG,48.33060074,-70.99639893,522,-5,A,America/Toronto,airport,OurAirports
YBK,Baker Lake Airport,Baker Lake,Canada,CYBK,64.29889679,-96.07779694,59,-6,A,America/Winnipeg,airport,OurAirports
YBL,Campbell River Airport,Campbell River,Canada,CYBL,49.95080185,-125.2710037,346,-8,A,America/Vancouver,airport,OurAirports
YBR,Brandon Municipal Airport,Brandon,Canada,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports
YCB,Cambridge Bay Airport,Cambridge Bay,Canada,CYCB,69.10810089,-105.1380005,90,-7,A,America/Edmonton,airport,OurAirports
YCD,Nanaimo Airport,Nanaimo,Canada,CYCD,49.05497022,-123.8698626,92,-8,A,America/Vancouver,airport,OurAirports
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,CYCG,49.29639816,-117.6320038,1624,-8,A,America/Vancouver,airport,OurAirports
YCH,Miramichi Airport,Chatham,Canada,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports
YCL,Charlo Airport,Charlo,Canada,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports
YCO,Kugluktuk Airport,Coppermine,Canada,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports
YCT,Coronation Airport,Coronation,Canada,CYCT,52.07500076,-111.4449997,2595,-7,A,America/Edmonton,airport,OurAirports
YCW,Chilliwack Airport,Chilliwack,Canada,CYCW,49.15280151,-121.939003,32,-8,A,America/Vancouver,airport,OurAirports
YCY,Clyde River Airport,Clyde River,Canada,CYCY,70.48609924,-68.51670074,87,-5,A,America/Toronto,airport,OurAirports
YZS,Coral Harbour Airport,Coral Harbour,Canada,CYZS,64.19329834,-83.35939789,210,-5,A,America/Coral_Harbour,airport,OurAirports
YDA,Dawson City Airport,Dawson,Canada,CYDA,64.04309845,-139.128006,1215,-8,A,America/Vancouver,airport,OurAirports
YDB,Burwash Airport,Burwash,Canada,CYDB,61.37110138,-139.0410004,2647,-8,A,America/Vancouver,airport,OurAirports
YDC,Princeton Airport,Princeton,Canada,CYDC,49.4681015,-120.5110016,2298,-8,A,America/Vancouver,airport,OurAirports
YDF,Deer Lake Airport,Deer Lake,Canada,CYDF,49.21080017,-57.39139938,72,-3.5,A,America/St_Johns,airport,OurAirports
YDL,Dease Lake Airport,Dease Lake,Canada,CYDL,58.42219925,-130.0319977,2600,-8,A,America/Vancouver,airport,OurAirports
YDN,Dauphin Barker Airport,Dauphin,Canada,CYDN,51.10079956,-100.052002,999,-6,A,America/Winnipeg,airport,OurAirports
YDQ,Dawson Creek Airport,Dawson Creek,Canada,CYDQ,55.74229813,-120.1829987,2148,-7,A,America/Dawson_Creek,airport,OurAirports
YEG,Edmonton International Airport,Edmonton,Canada,CYEG,53.30970001,-113.5800018,2373,-7,A,America/Edmonton,airport,OurAirports
YEK,Arviat Airport,Eskimo Point,Canada,CYEK,61.09420013,-94.07080078,32,-6,A,America/Winnipeg,airport,OurAirports
YEN,Estevan Airport,Estevan,Canada,CYEN,49.21030045,-102.9660034,1905,-6,N,America/Regina,airport,OurAirports
YET,Edson Airport,Edson,Canada,CYET,53.57889938,-116.4649963,3043,-7,A,America/Edmonton,airport,OurAirports
YEU,Eureka Airport,Eureka,Canada,CYEU,79.99469757,-85.81420136,256,-6,A,America/Winnipeg,airport,OurAirports
YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,CYEV,68.30419922,-133.4830017,224,-7,A,America/Edmonton,airport,OurAirports
YFB,Iqaluit Airport,Iqaluit,Canada,CYFB,63.756402,-68.555801,110,-5,A,America/Toronto,airport,OurAirports
YFC,Fredericton Airport,Fredericton,Canada,CYFC,45.8689003,-66.53720093,68,-4,A,America/Halifax,airport,OurAirports
YFE,Forestville Airport,Forestville,Canada,CYFE,48.74610138,-69.09719849,293,-5,A,America/Toronto,airport,OurAirports
YFO,Flin Flon Airport,Flin Flon,Canada,CYFO,54.67810059,-101.6819992,997,-6,A,America/Winnipeg,airport,OurAirports
YFR,Fort Resolution Airport,Fort Resolution,Canada,CYFR,61.18080139,-113.6900024,526,-7,A,America/Edmonton,airport,OurAirports
YFS,Fort Simpson Airport,Fort Simpson,Canada,CYFS,61.7602005,-121.2369995,555,-7,A,America/Edmonton,airport,OurAirports
YGK,Kingston Norman Rogers Airport,Kingston,Canada,CYGK,44.22529984,-76.59690094,305,-5,A,America/Toronto,airport,OurAirports
YGL,La Grande Rivière Airport,La Grande Riviere,Canada,CYGL,53.62530136,-77.70420074,639,-5,A,America/Toronto,airport,OurAirports
YGP,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,CYGP,48.77529907,-64.47859955,112,-5,A,America/Toronto,airport,OurAirports
YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,CYGQ,49.77830124,-86.93939972,1144,-5,A,America/Toronto,airport,OurAirports
YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,CYGR,47.42470169,-61.77809906,35,-5,A,America/Toronto,airport,OurAirports
YHB,Hudson Bay Airport,Hudson Bay,Canada,CYHB,52.81669998,-102.310997,1175,-6,N,America/Regina,airport,OurAirports
YHD,Dryden Regional Airport,Dryden,Canada,CYHD,49.831699,-92.744202,1354,-6,A,America/Winnipeg,airport,OurAirports
YHI,Ulukhaktok Holman Airport,Holman Island,Canada,CYHI,70.76280212,-117.8059998,117,-7,A,America/Edmonton,airport,OurAirports
YHK,Gjoa Haven Airport,Gjoa Haven,Canada,CYHK,68.63559723,-95.84970093,152,-7,A,America/Edmonton,airport,OurAirports
YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,CYHM,43.17359924,-79.93499756,780,-5,A,America/Toronto,airport,OurAirports
YHU,Montréal / Saint-Hubert Airport,Montreal,Canada,CYHU,45.51750183,-73.41690063,90,-5,A,America/Toronto,airport,OurAirports
YHY,Hay River / Merlyn Carter Airport,Hay River,Canada,CYHY,60.83969879,-115.7829971,541,-7,A,America/Edmonton,airport,OurAirports
YHZ,Halifax / Stanfield International Airport,Halifax,Canada,CYHZ,44.88079834,-63.50859833,477,-4,A,America/Halifax,airport,OurAirports
YIB,Atikokan Municipal Airport,Atikokan,Canada,CYIB,48.77389908,-91.63860321,1408,-5,A,America/Coral_Harbour,airport,OurAirports
YIO,Pond Inlet Airport,Pond Inlet,Canada,CYIO,72.6832962,-77.96669769,181,-5,A,America/Toronto,airport,OurAirports
YJN,St Jean Airport,St. Jean,Canada,CYJN,45.29439926,-73.28109741,136,-5,A,America/Toronto,airport,OurAirports
YJT,Stephenville Airport,Stephenville,Canada,CYJT,48.5442009,-58.54999924,84,-3.5,A,America/St_Johns,airport,OurAirports
YKA,Kamloops Airport,Kamloops,Canada,CYKA,50.70220184,-120.4440002,1133,-8,A,America/Vancouver,airport,OurAirports
YKF,Waterloo Airport,Waterloo,Canada,CYKF,43.46080017,-80.37860107,1055,-5,A,America/Toronto,airport,OurAirports
YKL,Schefferville Airport,Schefferville,Canada,CYKL,54.80530167,-66.80529785,1709,-5,A,America/Toronto,airport,OurAirports
YKY,Kindersley Airport,Kindersley,Canada,CYKY,51.51750183,-109.1809998,2277,-6,N,America/Regina,airport,OurAirports
YKZ,Buttonville Municipal Airport,Toronto,Canada,CYKZ,43.86220169,-79.37000275,650,-5,A,America/Toronto,airport,OurAirports
YLD,Chapleau Airport,Chapleau,Canada,CYLD,47.81999969,-83.34670258,1470,-5,A,America/Toronto,airport,OurAirports
YLJ,Meadow Lake Airport,Meadow Lake,Canada,CYLJ,54.12530136,-108.5230026,1576,-6,N,America/Regina,airport,OurAirports
YLL,Lloydminster Airport,Lloydminster,Canada,CYLL,53.30920029,-110.072998,2193,-7,A,America/Edmonton,airport,OurAirports
YLT,Alert Airport,Alert,Canada,CYLT,82.51779938,-62.2806015,100,-5,A,America/Toronto,airport,OurAirports
YLW,Kelowna International Airport,Kelowna,Canada,CYLW,49.95610046,-119.3779984,1421,-8,A,America/Vancouver,airport,OurAirports
YMA,Mayo Airport,Mayo,Canada,CYMA,63.61640167,-135.8679962,1653,-8,A,America/Vancouver,airport,OurAirports
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,CYMJ,50.33029938,-105.5589981,1892,-6,N,America/Regina,airport,OurAirports
YMM,Fort McMurray Airport,Fort Mcmurray,Canada,CYMM,56.65330124,-111.2220001,1211,-7,A,America/Edmonton,airport,OurAirports
YMO,Moosonee Airport,Moosonee,Canada,CYMO,51.29109955,-80.60780334,30,-5,A,America/Toronto,airport,OurAirports
YMW,Maniwaki Airport,Maniwaki,Canada,CYMW,46.27280045,-75.99060059,656,-5,A,America/Toronto,airport,OurAirports
YMX,Montreal International (Mirabel) Airport,Montreal,Canada,CYMX,45.679501,-74.038696,270,-5,A,America/Toronto,airport,OurAirports
YNA,Natashquan Airport,Natashquan,Canada,CYNA,50.18999863,-61.78919983,39,-5,A,America/Toronto,airport,OurAirports
YND,Ottawa / Gatineau Airport,Gatineau,Canada,CYND,45.52170181,-75.56359863,211,-5,A,America/Toronto,airport,OurAirports
YNM,Matagami Airport,Matagami,Canada,CYNM,49.76169968,-77.80280304,918,-5,A,America/Toronto,airport,OurAirports
YOC,Old Crow Airport,Old Crow,Canada,CYOC,67.57060242,-139.8390045,824,-8,A,America/Vancouver,airport,OurAirports
YOD,CFB Cold Lake,Cold Lake,Canada,CYOD,54.40499878,-110.2789993,1775,-7,A,America/Edmonton,airport,OurAirports
YOJ,High Level Airport,High Level,Canada,CYOJ,58.62139893,-117.1650009,1110,-7,A,America/Edmonton,airport,OurAirports
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,CYOW,45.32249832,-75.66919708,374,-5,A,America/Toronto,airport,OurAirports
YPA,Prince Albert Glass Field,Prince Albert,Canada,CYPA,53.21419907,-105.6729965,1405,-6,N,America/Regina,airport,OurAirports
YPE,Peace River Airport,Peace River,Canada,CYPE,56.226898,-117.446999,1873,-7,A,America/Edmonton,airport,OurAirports
YPG,Southport Airport,Portage-la-prairie,Canada,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg,airport,OurAirports
YPK,Pitt Meadows Airport,Pitt Meadows,Canada,CYPK,49.21609879,-122.7099991,11,-8,A,America/Vancouver,airport,OurAirports
YPL,Pickle Lake Airport,Pickle Lake,Canada,CYPL,51.44639969,-90.21420288,1267,-5,A,America/Coral_Harbour,airport,OurAirports
YPN,Port Menier Airport,Port Menier,Canada,CYPN,49.83639908,-64.28859711,167,-5,A,America/Toronto,airport,OurAirports
YPQ,Peterborough Airport,Peterborough,Canada,CYPQ,44.22999954,-78.36329651,628,-5,A,America/Toronto,airport,OurAirports
YPR,Prince Rupert Airport,Prince Pupert,Canada,CYPR,54.28609848,-130.4450073,116,-8,A,America/Vancouver,airport,OurAirports
YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,CYPY,58.76720047,-111.1169968,761,-7,A,America/Edmonton,airport,OurAirports
YQA,Muskoka Airport,Muskoka,Canada,CYQA,44.97470093,-79.30329895,925,-5,A,America/Toronto,airport,OurAirports
YQB,Quebec Jean Lesage International Airport,Quebec,Canada,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports
YQF,Red Deer Regional Airport,Red Deer Industrial,Canada,CYQF,52.18220139,-113.8939972,2968,-7,A,America/Edmonton,airport,OurAirports
YQG,Windsor Airport,Windsor,Canada,CYQG,42.27560043,-82.95559692,622,-5,A,America/Toronto,airport,OurAirports
YQH,Watson Lake Airport,Watson Lake,Canada,CYQH,60.11640167,-128.8220062,2255,-8,A,America/Vancouver,airport,OurAirports
YQK,Kenora Airport,Kenora,Canada,CYQK,49.78829956,-94.36309814,1332,-6,A,America/Winnipeg,airport,OurAirports
YQL,Lethbridge County Airport,Lethbridge,Canada,CYQL,49.63029861,-112.8000031,3048,-7,A,America/Edmonton,airport,OurAirports
YQM,Greater Moncton International Airport,Moncton,Canada,CYQM,46.11220169,-64.6785965,232,-4,A,America/Halifax,airport,OurAirports
YQQ,Comox Airport,Comox,Canada,CYQQ,49.71080017,-124.887001,84,-8,A,America/Vancouver,airport,OurAirports
YQR,Regina International Airport,Regina,Canada,CYQR,50.43190002,-104.6660004,1894,-6,N,America/Regina,airport,OurAirports
YQT,Thunder Bay Airport,Thunder Bay,Canada,CYQT,48.37189865,-89.32389832,653,-5,A,America/Toronto,airport,OurAirports
YQU,Grande Prairie Airport,Grande Prairie,Canada,CYQU,55.17969894,-118.8850021,2195,-7,A,America/Edmonton,airport,OurAirports
YQV,Yorkton Municipal Airport,Yorkton,Canada,CYQV,51.26470184,-102.461998,1635,-6,N,America/Regina,airport,OurAirports
YQW,North Battleford Airport,North Battleford,Canada,CYQW,52.76919937,-108.2440033,1799,-6,N,America/Regina,airport,OurAirports
YQX,Gander International Airport,Gander,Canada,CYQX,48.93690109,-54.56809998,496,-3.5,A,America/St_Johns,airport,OurAirports
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax,airport,OurAirports
YQZ,Quesnel Airport,Quesnel,Canada,CYQZ,53.02610016,-122.5100021,1789,-8,A,America/Vancouver,airport,OurAirports
YRB,Resolute Bay Airport,Resolute,Canada,CYRB,74.71690369,-94.9693985,215,-6,A,America/Winnipeg,airport,OurAirports
YRI,Rivière-du-Loup Airport,Riviere Du Loup,Canada,CYRI,47.76440048,-69.58470154,427,-5,A,America/Toronto,airport,OurAirports
YRJ,Roberval Airport,Roberval,Canada,CYRJ,48.52000046,-72.26560211,586,-5,A,America/Toronto,airport,OurAirports
YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,CYRM,52.42969894,-114.9039993,3244,-7,A,America/Edmonton,airport,OurAirports
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,CYRT,62.81140137,-92.11579895,94,-6,A,America/Winnipeg,airport,OurAirports
YSB,Sudbury Airport,Sudbury,Canada,CYSB,46.625,-80.79889679,1141,-5,A,America/Toronto,airport,OurAirports
YSC,Sherbrooke Airport,Sherbrooke,Canada,CYSC,45.43859863,-71.69139862,792,-5,A,America/Toronto,airport,OurAirports
YSJ,Saint John Airport,St. John,Canada,CYSJ,45.31610107,-65.89029694,357,-4,A,America/Halifax,airport,OurAirports
YSM,Fort Smith Airport,Fort Smith,Canada,CYSM,60.02030182,-111.961998,671,-7,A,America/Edmonton,airport,OurAirports
YSR,Nanisivik Airport,Nanisivik,Canada,CYSR,72.982201,-84.613602,2106,-5,A,America/Toronto,airport,OurAirports
YSU,Summerside Airport,Summerside,Canada,CYSU,46.44060135,-63.83359909,56,-4,A,America/Halifax,airport,OurAirports
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,CYSY,71.99389648,-125.2429962,282,-7,A,America/Edmonton,airport,OurAirports
YTE,Cape Dorset Airport,Cape Dorset,Canada,CYTE,64.23000336,-76.52670288,164,-5,A,America/Toronto,airport,OurAirports
YTH,Thompson Airport,Thompson,Canada,CYTH,55.80110168,-97.86419678,729,-6,A,America/Winnipeg,airport,OurAirports
YTR,CFB Trenton,Trenton,Canada,CYTR,44.1189003,-77.52809906,283,-5,A,America/Toronto,airport,OurAirports
YTS,Timmins/Victor M. Power,Timmins,Canada,CYTS,48.56969833,-81.37670136,967,-5,A,America/Toronto,airport,OurAirports
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,CYUB,69.4332962,-133.026001,15,-7,A,America/Edmonton,airport,OurAirports
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CYUL,45.47060013,-73.74079895,118,-5,A,America/Toronto,airport,OurAirports
YUT,Repulse Bay Airport,Repulse Bay,Canada,CYUT,66.52140045,-86.22470093,80,-6,A,America/Winnipeg,airport,OurAirports
YUX,Hall Beach Airport,Hall Beach,Canada,CYUX,68.77610016,-81.2425,30,-5,A,America/Toronto,airport,OurAirports
YUY,Rouyn Noranda Airport,Rouyn,Canada,CYUY,48.20610046,-78.83560181,988,-5,A,America/Toronto,airport,OurAirports
YVC,La Ronge Airport,La Ronge,Canada,CYVC,55.15140152,-105.262001,1242,-6,N,America/Regina,airport,OurAirports
YVG,Vermilion Airport,Vermillion,Canada,CYVG,53.35580063,-110.8239975,2025,-7,A,America/Edmonton,airport,OurAirports
YVM,Qikiqtarjuaq Airport,Broughton Island,Canada,CYVM,67.54579926,-64.03140259,21,-5,A,America/Toronto,airport,OurAirports
YVO,Val-d'Or Airport,Val D'or,Canada,CYVO,48.05329895,-77.78279877,1107,-5,A,America/Toronto,airport,OurAirports
YVP,Kuujjuaq Airport,Quujjuaq,Canada,CYVP,58.09609985,-68.42690277,129,-5,A,America/Toronto,airport,OurAirports
YVQ,Norman Wells Airport,Norman Wells,Canada,CYVQ,65.28160095,-126.7979965,238,-7,A,America/Edmonton,airport,OurAirports
YVR,Vancouver International Airport,Vancouver,Canada,CYVR,49.19390106,-123.1839981,14,-8,A,America/Vancouver,airport,OurAirports
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,CYVT,55.84189987,-108.4179993,1423,-6,N,America/Regina,airport,OurAirports
YVV,Wiarton Airport,Wiarton,Canada,CYVV,44.7458,-81.107201,729,-5,A,America/Toronto,airport,OurAirports
YWA,Petawawa Airport,Petawawa,Canada,CYWA,45.95220184,-77.31919861,427,-5,A,America/Toronto,airport,OurAirports
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,CYWG,49.90999985,-97.23989868,783,-6,A,America/Winnipeg,airport,OurAirports
YWK,Wabush Airport,Wabush,Canada,CYWK,52.9219017,-66.86440277,1808,-4,A,America/Halifax,airport,OurAirports
YWL,Williams Lake Airport,Williams Lake,Canada,CYWL,52.18310165,-122.0540009,3085,-8,A,America/Vancouver,airport,OurAirports
YWY,Wrigley Airport,Wrigley,Canada,CYWY,63.20940018,-123.4369965,489,-7,A,America/Edmonton,airport,OurAirports
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,CYXC,49.6108017,-115.7819977,3082,-7,A,America/Edmonton,airport,OurAirports
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,CYXD,53.57249832,-113.5210037,2202,-7,A,America/Edmonton,airport,OurAirports
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,CYXE,52.17079926,-106.6999969,1653,-6,N,America/Regina,airport,OurAirports
YXH,Medicine Hat Airport,Medicine Hat,Canada,CYXH,50.01890182,-110.7210007,2352,-7,A,America/Edmonton,airport,OurAirports
YXJ,Fort St John Airport,Fort Saint John,Canada,CYXJ,56.23809814,-120.7399979,2280,-7,A,America/Dawson_Creek,airport,OurAirports
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,CYXL,50.11389923,-91.90529633,1258,-6,A,America/Winnipeg,airport,OurAirports
YXP,Pangnirtung Airport,Pangnirtung,Canada,CYXP,66.14499664,-65.71360016,75,-5,A,America/Toronto,airport,OurAirports
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,CYXR,47.69740065,-79.84734535,800,-5,A,America/Toronto,airport,OurAirports
YXS,Prince George Airport,Prince George,Canada,CYXS,53.88940048,-122.6790009,2267,-8,A,America/Vancouver,airport,OurAirports
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,CYXT,54.468498,-128.576009,713,-8,A,America/Vancouver,airport,OurAirports
YXU,London Airport,London,Canada,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports
YXX,Abbotsford Airport,Abbotsford,Canada,CYXX,49.02529907,-122.3610001,195,-8,A,America/Vancouver,airport,OurAirports
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,CYXY,60.70959854,-135.0670013,2317,-8,A,America/Vancouver,airport,OurAirports
YYB,North Bay Jack Garland Airport,North Bay,Canada,CYYB,46.363602,-79.422798,1215,-5,A,America/Toronto,airport,OurAirports
YYC,Calgary International Airport,Calgary,Canada,CYYC,51.11389923,-114.0199966,3557,-7,A,America/Edmonton,airport,OurAirports
YYD,Smithers Airport,Smithers,Canada,CYYD,54.8246994,-127.1829987,1712,-8,A,America/Vancouver,airport,OurAirports
YYE,Fort Nelson Airport,Fort Nelson,Canada,CYYE,58.83639908,-122.5970001,1253,-8,A,America/Vancouver,airport,OurAirports
YYF,Penticton Airport,Penticton,Canada,CYYF,49.46310043,-119.6019974,1129,-8,A,America/Vancouver,airport,OurAirports
YYG,Charlottetown Airport,Charlottetown,Canada,CYYG,46.29000092,-63.12110138,160,-4,A,America/Halifax,airport,OurAirports
YYH,Taloyoak Airport,Spence Bay,Canada,CYYH,69.54669952,-93.5766983,92,-7,A,America/Edmonton,airport,OurAirports
YYJ,Victoria International Airport,Victoria,Canada,CYYJ,48.64690018,-123.4260025,63,-8,A,America/Vancouver,airport,OurAirports
YYL,Lynn Lake Airport,Lynn Lake,Canada,CYYL,56.86389923,-101.0759964,1170,-6,A,America/Winnipeg,airport,OurAirports
YYN,Swift Current Airport,Swift Current,Canada,CYYN,50.29190063,-107.6910019,2680,-6,N,America/Regina,airport,OurAirports
YYQ,Churchill Airport,Churchill,Canada,CYYQ,58.73920059,-94.06500244,94,-6,A,America/Winnipeg,airport,OurAirports
YYR,Goose Bay Airport,Goose Bay,Canada,CYYR,53.31919861,-60.42580032,160,-4,A,America/Halifax,airport,OurAirports
YYT,St. John's International Airport,St. John's,Canada,CYYT,47.61859894,-52.75189972,461,-3.5,A,America/St_Johns,airport,OurAirports
YYU,Kapuskasing Airport,Kapuskasing,Canada,CYYU,49.41389847,-82.46749878,743,-5,A,America/Toronto,airport,OurAirports
YYW,Armstrong Airport,Armstrong,Canada,CYYW,50.29029846,-88.90969849,1058,-5,A,America/Toronto,airport,OurAirports
YYY,Mont Joli Airport,Mont Joli,Canada,CYYY,48.60860062,-68.20809937,172,-5,A,America/Toronto,airport,OurAirports
YYZ,Lester B. Pearson International Airport,Toronto,Canada,CYYZ,43.67720032,-79.63059998,569,-5,A,America/Toronto,airport,OurAirports
YZD,Downsview Airport,Toronto,Canada,CYZD,43.74250031,-79.46559906,652,-5,A,America/Toronto,airport,OurAirports
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,CYZE,45.88529968,-82.56780243,635,-5,A,America/Toronto,airport,OurAirports
YZF,Yellowknife Airport,Yellowknife,Canada,CYZF,62.46279907,-114.4400024,675,-7,A,America/Edmonton,airport,OurAirports
YZH,Slave Lake Airport,Slave Lake,Canada,CYZH,55.29309845,-114.7770004,1912,-7,A,America/Edmonton,airport,OurAirports
YZP,Sandspit Airport,Sandspit,Canada,CYZP,53.25429916,-131.8139954,21,-8,A,America/Vancouver,airport,OurAirports
YZR,Chris Hadfield Airport,Sarnia,Canada,CYZR,42.99940109,-82.30889893,594,-5,A,America/Toronto,airport,OurAirports
YZT,Port Hardy Airport,Port Hardy,Canada,CYZT,50.68059921,-127.3669968,71,-8,A,America/Vancouver,airport,OurAirports
YZU,Whitecourt Airport,Whitecourt,Canada,CYZU,54.14390182,-115.7870026,2567,-7,A,America/Edmonton,airport,OurAirports
YZV,Sept-Îles Airport,Sept-iles,Canada,CYZV,50.22330093,-66.26560211,180,-5,A,America/Toronto,airport,OurAirports
YZW,Teslin Airport,Teslin,Canada,CYZW,60.17279816,-132.7429962,2313,-8,A,America/Vancouver,airport,OurAirports
YZX,CFB Greenwood,Greenwood,Canada,CYZX,44.9844017,-64.91690063,92,-4,A,America/Halifax,airport,OurAirports
ZFA,Faro Airport,Faro,Canada,CZFA,62.20750046,-133.3760071,2351,-8,A,America/Vancouver,airport,OurAirports
